dayoffset,TransDate,CropCode,CropName,MarketCode,MarketName,Upper_Price,Middle_Price,Lower_Price,Avg_Price,Trans_Quantity,year,month,day
2526,111.11.30,LA1,甘藍-初秋,260,宜蘭市,23.0,12.0,5.0,12.0,5800.0,2022,11,30
2527,111.12.01,LA1,甘藍-初秋,260,宜蘭市,20.0,12.0,6.0,12.0,6200.0,2022,12,1
2528,111.12.02,LA1,甘藍-初秋,260,宜蘭市,20.0,12.0,6.0,12.0,6200.0,2022,12,2
2529,111.12.03,LA1,甘藍-初秋,260,宜蘭市,20.0,12.0,6.0,12.0,6500.0,2022,12,3
2530,111.12.04,LA1,甘藍-初秋,260,宜蘭市,23.0,13.0,6.0,13.0,6200.0,2022,12,4
2532,111.12.06,LA1,甘藍-初秋,260,宜蘭市,23.0,12.0,6.0,12.0,6600.0,2022,12,6
2533,111.12.07,LA1,甘藍-初秋,260,宜蘭市,24.0,13.0,5.0,13.0,6200.0,2022,12,7
2534,111.12.08,LA1,甘藍-初秋,260,宜蘭市,22.0,14.0,6.0,14.0,5600.0,2022,12,8
2535,111.12.09,LA1,甘藍-初秋,260,宜蘭市,30.0,20.0,10.0,20.0,6600.0,2022,12,9
2536,111.12.10,LA1,甘藍-初秋,260,宜蘭市,26.0,15.0,10.0,15.0,6850.0,2022,12,10
2537,111.12.11,LA1,甘藍-初秋,260,宜蘭市,28.0,20.0,10.0,20.0,5400.0,2022,12,11
2539,111.12.13,LA1,甘藍-初秋,260,宜蘭市,28.0,20.0,10.0,20.0,6200.0,2022,12,13
2540,111.12.14,LA1,甘藍-初秋,260,宜蘭市,30.0,20.0,10.0,20.0,5800.0,2022,12,14
2542,111.12.16,LA1,甘藍-初秋,260,宜蘭市,35.0,24.0,15.0,24.0,5600.0,2022,12,16
2543,111.12.17,LA1,甘藍-初秋,260,宜蘭市,33.0,22.0,12.0,22.0,5850.0,2022,12,17
2546,111.12.20,LA1,甘藍-初秋,260,宜蘭市,30.0,20.0,10.0,20.0,5800.0,2022,12,20
2547,111.12.21,LA1,甘藍-初秋,260,宜蘭市,33.0,18.0,10.0,18.0,6200.0,2022,12,21
2548,111.12.22,LA1,甘藍-初秋,260,宜蘭市,30.0,19.0,10.0,19.0,5800.0,2022,12,22
2549,111.12.23,LA1,甘藍-初秋,260,宜蘭市,29.0,16.0,10.0,16.0,5600.0,2022,12,23
2551,111.12.25,LA1,甘藍-初秋,260,宜蘭市,32.0,19.0,10.0,19.0,4800.0,2022,12,25
2553,111.12.27,LA1,甘藍-初秋,260,宜蘭市,33.0,25.0,15.0,25.0,5600.0,2022,12,27
2554,111.12.28,LA1,甘藍-初秋,260,宜蘭市,32.0,23.0,10.0,23.0,6200.0,2022,12,28
2555,111.12.29,LA1,甘藍-初秋,260,宜蘭市,30.0,25.0,15.0,25.0,5800.0,2022,12,29
2556,111.12.30,LA1,甘藍-初秋,260,宜蘭市,30.0,22.0,10.0,22.0,5800.0,2022,12,30
2557,111.12.31,LA1,甘藍-初秋,260,宜蘭市,30.0,20.0,10.0,20.0,5500.0,2022,12,31
