dayoffset,TransDate,CropCode,CropName,MarketCode,MarketName,Upper_Price,Middle_Price,Lower_Price,Avg_Price,Trans_Quantity,year,month,day
2220,111.01.28,LA1,甘藍-初秋,260,宜蘭市,15.0,9.0,6.0,9.0,8500.0,2022,1,28
2221,111.01.29,LA1,甘藍-初秋,260,宜蘭市,16.0,10.0,6.0,10.0,8850.0,2022,1,29
2222,111.01.30,LA1,甘藍-初秋,260,宜蘭市,15.0,10.0,6.0,10.0,7550.0,2022,1,30
2223,111.01.31,LA1,甘藍-初秋,260,宜蘭市,18.0,10.0,6.0,10.0,6650.0,2022,1,31
2229,111.02.06,LA1,甘藍-初秋,260,宜蘭市,15.0,10.0,5.0,10.0,5850.0,2022,2,6
2230,111.02.07,LA1,甘藍-初秋,260,宜蘭市,20.0,15.0,8.0,15.0,4800.0,2022,2,7
2231,111.02.08,LA1,甘藍-初秋,260,宜蘭市,23.0,17.0,10.0,17.0,5400.0,2022,2,8
2234,111.02.11,LA1,甘藍-初秋,260,宜蘭市,22.0,16.0,10.0,16.0,6600.0,2022,2,11
2235,111.02.12,LA1,甘藍-初秋,260,宜蘭市,20.0,12.0,9.0,12.0,6500.0,2022,2,12
2236,111.02.13,LA1,甘藍-初秋,260,宜蘭市,21.0,13.0,8.0,13.0,6800.0,2022,2,13
2237,111.02.14,LA1,甘藍-初秋,260,宜蘭市,22.0,14.0,8.0,14.0,6200.0,2022,2,14
2238,111.02.15,LA1,甘藍-初秋,260,宜蘭市,20.0,15.0,10.0,15.0,6800.0,2022,2,15
2245,111.02.22,LA1,甘藍-初秋,260,宜蘭市,32.0,22.0,10.0,22.0,4500.0,2022,2,22
2246,111.02.23,LA1,甘藍-初秋,260,宜蘭市,27.0,19.0,10.0,19.0,5600.0,2022,2,23
2247,111.02.24,LA1,甘藍-初秋,260,宜蘭市,28.0,22.0,15.0,22.0,5600.0,2022,2,24
2248,111.02.25,LA1,甘藍-初秋,260,宜蘭市,28.0,22.0,15.0,22.0,6200.0,2022,2,25
2249,111.02.26,LA1,甘藍-初秋,260,宜蘭市,25.0,10.0,6.0,10.0,5550.0,2022,2,26
2250,111.02.27,LA1,甘藍-初秋,260,宜蘭市,27.0,20.0,10.0,20.0,5800.0,2022,2,27
2252,111.03.01,LA1,甘藍-初秋,260,宜蘭市,27.0,19.0,10.0,19.0,5800.0,2022,3,1
2253,111.03.02,LA1,甘藍-初秋,260,宜蘭市,25.0,19.0,13.0,19.0,6200.0,2022,3,2
2254,111.03.03,LA1,甘藍-初秋,260,宜蘭市,25.0,17.0,10.0,17.0,5600.0,2022,3,3
2255,111.03.04,LA1,甘藍-初秋,260,宜蘭市,24.0,17.0,10.0,17.0,5800.0,2022,3,4
2256,111.03.05,LA1,甘藍-初秋,260,宜蘭市,18.0,10.0,7.0,10.0,5650.0,2022,3,5
2257,111.03.06,LA1,甘藍-初秋,260,宜蘭市,23.0,15.0,8.0,15.0,5800.0,2022,3,6
2259,111.03.08,LA1,甘藍-初秋,260,宜蘭市,25.0,20.0,15.0,20.0,5600.0,2022,3,8
2260,111.03.09,LA1,甘藍-初秋,260,宜蘭市,25.0,20.0,12.0,20.0,5800.0,2022,3,9
2262,111.03.11,LA1,甘藍-初秋,260,宜蘭市,25.0,19.0,10.0,19.0,5600.0,2022,3,11
2263,111.03.12,LA1,甘藍-初秋,260,宜蘭市,25.0,19.0,10.0,19.0,5500.0,2022,3,12
2264,111.03.13,LA1,甘藍-初秋,260,宜蘭市,28.0,23.0,15.0,23.0,5800.0,2022,3,13
2266,111.03.15,LA1,甘藍-初秋,260,宜蘭市,25.0,20.0,10.0,20.0,5600.0,2022,3,15
2267,111.03.16,LA1,甘藍-初秋,260,宜蘭市,25.0,20.0,10.0,20.0,5800.0,2022,3,16
2268,111.03.17,LA1,甘藍-初秋,260,宜蘭市,27.0,22.0,12.0,22.0,5800.0,2022,3,17
2269,111.03.18,LA1,甘藍-初秋,260,宜蘭市,38.0,26.0,15.0,26.0,5600.0,2022,3,18
2270,111.03.19,LA1,甘藍-初秋,260,宜蘭市,28.0,20.0,15.0,20.0,5850.0,2022,3,19
2271,111.03.20,LA1,甘藍-初秋,260,宜蘭市,27.0,22.0,10.0,22.0,4600.0,2022,3,20
2273,111.03.22,LA1,甘藍-初秋,260,宜蘭市,29.0,22.0,10.0,22.0,5600.0,2022,3,22
2274,111.03.23,LA1,甘藍-初秋,260,宜蘭市,27.0,20.0,10.0,20.0,5200.0,2022,3,23
2275,111.03.24,LA1,甘藍-初秋,260,宜蘭市,30.0,24.0,10.0,24.0,5600.0,2022,3,24
2276,111.03.25,LA1,甘藍-初秋,260,宜蘭市,28.0,22.0,10.0,22.0,5800.0,2022,3,25
2277,111.03.26,LA1,甘藍-初秋,260,宜蘭市,27.0,20.0,10.0,20.0,6550.0,2022,3,26
2278,111.03.27,LA1,甘藍-初秋,260,宜蘭市,25.0,18.0,10.0,18.0,5600.0,2022,3,27
2280,111.03.29,LA1,甘藍-初秋,260,宜蘭市,29.0,22.0,10.0,22.0,5400.0,2022,3,29
2281,111.03.30,LA1,甘藍-初秋,260,宜蘭市,27.0,22.0,15.0,22.0,5800.0,2022,3,30
2282,111.03.31,LA1,甘藍-初秋,260,宜蘭市,28.0,21.0,10.0,21.0,6200.0,2022,3,31
2283,111.04.01,LA1,甘藍-初秋,260,宜蘭市,24.0,19.0,10.0,19.0,5800.0,2022,4,1
2284,111.04.02,LA1,甘藍-初秋,260,宜蘭市,20.0,15.0,8.0,15.0,6150.0,2022,4,2
2285,111.04.03,LA1,甘藍-初秋,260,宜蘭市,35.0,29.0,15.0,29.0,6200.0,2022,4,3
2286,111.04.04,LA1,甘藍-初秋,260,宜蘭市,35.0,29.0,15.0,29.0,5200.0,2022,4,4
2289,111.04.07,LA1,甘藍-初秋,260,宜蘭市,35.0,30.0,22.0,30.0,5600.0,2022,4,7
2290,111.04.08,LA1,甘藍-初秋,260,宜蘭市,37.0,31.0,20.0,31.0,5600.0,2022,4,8
2291,111.04.09,LA1,甘藍-初秋,260,宜蘭市,35.0,25.0,20.0,25.0,5850.0,2022,4,9
2292,111.04.10,LA1,甘藍-初秋,260,宜蘭市,48.0,39.0,25.0,39.0,5600.0,2022,4,10
2294,111.04.12,LA1,甘藍-初秋,260,宜蘭市,42.0,35.0,20.0,35.0,5200.0,2022,4,12
2295,111.04.13,LA1,甘藍-初秋,260,宜蘭市,48.0,40.0,20.0,40.0,5600.0,2022,4,13
2296,111.04.14,LA1,甘藍-初秋,260,宜蘭市,39.0,30.0,20.0,30.0,5600.0,2022,4,14
2297,111.04.15,LA1,甘藍-初秋,260,宜蘭市,45.0,38.0,20.0,38.0,5400.0,2022,4,15
2298,111.04.16,LA1,甘藍-初秋,260,宜蘭市,38.0,25.0,15.0,25.0,5650.0,2022,4,16
2299,111.04.17,LA1,甘藍-初秋,260,宜蘭市,50.0,43.0,30.0,43.0,5800.0,2022,4,17
2301,111.04.19,LA1,甘藍-初秋,260,宜蘭市,44.0,40.0,20.0,40.0,5600.0,2022,4,19
2302,111.04.20,LA1,甘藍-初秋,260,宜蘭市,45.0,42.0,30.0,42.0,5800.0,2022,4,20
2303,111.04.21,LA1,甘藍-初秋,260,宜蘭市,50.0,47.0,30.0,47.0,5600.0,2022,4,21
2304,111.04.22,LA1,甘藍-初秋,260,宜蘭市,57.0,50.0,40.0,50.0,4600.0,2022,4,22
2305,111.04.23,LA1,甘藍-初秋,260,宜蘭市,50.0,40.0,28.0,40.0,5350.0,2022,4,23
2306,111.04.24,LA1,甘藍-初秋,260,宜蘭市,50.0,40.0,25.0,40.0,5400.0,2022,4,24
2308,111.04.26,LA1,甘藍-初秋,260,宜蘭市,38.0,27.0,15.0,27.0,6200.0,2022,4,26
2309,111.04.27,LA1,甘藍-初秋,260,宜蘭市,35.0,28.0,20.0,28.0,5800.0,2022,4,27
2310,111.04.28,LA1,甘藍-初秋,260,宜蘭市,43.0,35.0,25.0,35.0,5600.0,2022,4,28
2313,111.05.01,LA1,甘藍-初秋,260,宜蘭市,42.0,36.0,30.0,36.0,5600.0,2022,5,1
2315,111.05.03,LA1,甘藍-初秋,260,宜蘭市,43.0,40.0,35.0,40.0,5200.0,2022,5,3
2316,111.05.04,LA1,甘藍-初秋,260,宜蘭市,43.0,40.0,35.0,40.0,5600.0,2022,5,4
2317,111.05.05,LA1,甘藍-初秋,260,宜蘭市,42.0,35.0,25.0,35.0,5200.0,2022,5,5
2318,111.05.06,LA1,甘藍-初秋,260,宜蘭市,39.0,30.0,20.0,30.0,4800.0,2022,5,6
2319,111.05.07,LA1,甘藍-初秋,260,宜蘭市,40.0,30.0,20.0,30.0,5200.0,2022,5,7
2320,111.05.08,LA1,甘藍-初秋,260,宜蘭市,37.0,30.0,20.0,30.0,5800.0,2022,5,8
2322,111.05.10,LA1,甘藍-初秋,260,宜蘭市,36.0,30.0,20.0,30.0,6200.0,2022,5,10
2324,111.05.12,LA1,甘藍-初秋,260,宜蘭市,22.0,17.0,10.0,17.0,5800.0,2022,5,12
2325,111.05.13,LA1,甘藍-初秋,260,宜蘭市,20.0,15.0,10.0,15.0,5800.0,2022,5,13
2326,111.05.14,LA1,甘藍-初秋,260,宜蘭市,25.0,15.0,10.0,15.0,6050.0,2022,5,14
2327,111.05.15,LA1,甘藍-初秋,260,宜蘭市,29.0,23.0,15.0,23.0,5600.0,2022,5,15
2329,111.05.17,LA1,甘藍-初秋,260,宜蘭市,28.0,20.0,12.0,20.0,5850.0,2022,5,17
2330,111.05.18,LA1,甘藍-初秋,260,宜蘭市,30.0,20.0,15.0,20.0,5500.0,2022,5,18
2331,111.05.19,LA1,甘藍-初秋,260,宜蘭市,27.0,21.0,10.0,21.0,5800.0,2022,5,19
2332,111.05.20,LA1,甘藍-初秋,260,宜蘭市,27.0,20.0,10.0,20.0,5800.0,2022,5,20
2333,111.05.21,LA1,甘藍-初秋,260,宜蘭市,29.0,20.0,12.0,20.0,6050.0,2022,5,21
2334,111.05.22,LA1,甘藍-初秋,260,宜蘭市,28.0,20.0,10.0,20.0,5800.0,2022,5,22
2336,111.05.24,LA1,甘藍-初秋,260,宜蘭市,27.0,20.0,10.0,27.0,5800.0,2022,5,24
2337,111.05.25,LA1,甘藍-初秋,260,宜蘭市,25.0,17.0,10.0,17.0,6200.0,2022,5,25
2338,111.05.26,LA1,甘藍-初秋,260,宜蘭市,22.0,13.0,6.0,13.0,6200.0,2022,5,26
2339,111.05.27,LA1,甘藍-初秋,260,宜蘭市,22.0,14.0,6.0,14.0,5800.0,2022,5,27
2340,111.05.28,LA1,甘藍-初秋,260,宜蘭市,22.0,12.0,7.0,12.0,5650.0,2022,5,28
2341,111.05.29,LA1,甘藍-初秋,260,宜蘭市,30.0,20.0,10.0,20.0,5800.0,2022,5,29
2343,111.05.31,LA1,甘藍-初秋,260,宜蘭市,30.0,23.0,15.0,23.0,5800.0,2022,5,31
2344,111.06.01,LA1,甘藍-初秋,260,宜蘭市,25.0,20.0,10.0,20.0,5600.0,2022,6,1
2345,111.06.02,LA1,甘藍-初秋,260,宜蘭市,25.0,20.0,10.0,20.0,5450.0,2022,6,2
2346,111.06.03,LA1,甘藍-初秋,260,宜蘭市,25.0,20.0,12.0,20.0,5450.0,2022,6,3
2350,111.06.07,LA1,甘藍-初秋,260,宜蘭市,25.0,16.0,11.0,16.0,4850.0,2022,6,7
2351,111.06.08,LA1,甘藍-初秋,260,宜蘭市,27.0,15.0,9.0,15.0,4750.0,2022,6,8
2352,111.06.09,LA1,甘藍-初秋,260,宜蘭市,27.0,18.0,13.0,18.0,4650.0,2022,6,9
2353,111.06.10,LA1,甘藍-初秋,260,宜蘭市,29.0,18.0,10.0,18.0,4650.0,2022,6,10
2354,111.06.11,LA1,甘藍-初秋,260,宜蘭市,28.0,16.0,12.0,16.0,4250.0,2022,6,11
2355,111.06.12,LA1,甘藍-初秋,260,宜蘭市,30.0,25.0,10.0,25.0,6200.0,2022,6,12
2357,111.06.14,LA1,甘藍-初秋,260,宜蘭市,30.0,25.0,10.0,25.0,5800.0,2022,6,14
2358,111.06.15,LA1,甘藍-初秋,260,宜蘭市,30.0,25.0,10.0,25.0,5800.0,2022,6,15
2359,111.06.16,LA1,甘藍-初秋,260,宜蘭市,28.0,24.0,15.0,24.0,5600.0,2022,6,16
2360,111.06.17,LA1,甘藍-初秋,260,宜蘭市,28.0,23.0,10.0,23.0,5600.0,2022,6,17
2361,111.06.18,LA1,甘藍-初秋,260,宜蘭市,29.0,22.0,12.0,22.0,5550.0,2022,6,18
2362,111.06.19,LA1,甘藍-初秋,260,宜蘭市,28.0,26.0,20.0,26.0,6200.0,2022,6,19
2364,111.06.21,LA1,甘藍-初秋,260,宜蘭市,30.0,27.0,20.0,27.0,6200.0,2022,6,21
2365,111.06.22,LA1,甘藍-初秋,260,宜蘭市,35.0,33.0,20.0,33.0,5800.0,2022,6,22
2366,111.06.23,LA1,甘藍-初秋,260,宜蘭市,36.0,32.0,20.0,32.0,5600.0,2022,6,23
2367,111.06.24,LA1,甘藍-初秋,260,宜蘭市,38.0,35.0,20.0,35.0,5600.0,2022,6,24
2368,111.06.25,LA1,甘藍-初秋,260,宜蘭市,40.0,33.0,22.0,33.0,5850.0,2022,6,25
2369,111.06.26,LA1,甘藍-初秋,260,宜蘭市,38.0,31.0,20.0,31.0,5600.0,2022,6,26
2371,111.06.28,LA1,甘藍-初秋,260,宜蘭市,40.0,35.0,25.0,35.0,5600.0,2022,6,28
2372,111.06.29,LA1,甘藍-初秋,260,宜蘭市,48.0,43.0,20.0,43.0,5400.0,2022,6,29
2373,111.06.30,LA1,甘藍-初秋,260,宜蘭市,48.0,43.0,30.0,43.0,5600.0,2022,6,30
2374,111.07.01,LA1,甘藍-初秋,260,宜蘭市,45.0,40.0,35.0,40.0,5400.0,2022,7,1
2375,111.07.02,LA1,甘藍-初秋,260,宜蘭市,47.0,38.0,30.0,38.0,5850.0,2022,7,2
2376,111.07.03,LA1,甘藍-初秋,260,宜蘭市,44.0,34.0,25.0,34.0,5600.0,2022,7,3
2378,111.07.05,LA1,甘藍-初秋,260,宜蘭市,44.0,35.0,25.0,35.0,5800.0,2022,7,5
2379,111.07.06,LA1,甘藍-初秋,260,宜蘭市,44.0,35.0,20.0,35.0,5600.0,2022,7,6
2380,111.07.07,LA1,甘藍-初秋,260,宜蘭市,38.0,28.0,15.0,28.0,5600.0,2022,7,7
2381,111.07.08,LA1,甘藍-初秋,260,宜蘭市,38.0,27.0,20.0,27.0,5600.0,2022,7,8
2382,111.07.09,LA1,甘藍-初秋,260,宜蘭市,40.0,25.0,18.0,25.0,5850.0,2022,7,9
2383,111.07.10,LA1,甘藍-初秋,260,宜蘭市,37.0,32.0,20.0,32.0,5600.0,2022,7,10
2385,111.07.12,LA1,甘藍-初秋,260,宜蘭市,34.0,26.0,10.0,26.0,5800.0,2022,7,12
2386,111.07.13,LA1,甘藍-初秋,260,宜蘭市,33.0,25.0,15.0,25.0,5600.0,2022,7,13
2387,111.07.14,LA1,甘藍-初秋,260,宜蘭市,40.0,30.0,20.0,30.0,5600.0,2022,7,14
2388,111.07.15,LA1,甘藍-初秋,260,宜蘭市,38.0,30.0,10.0,30.0,5600.0,2022,7,15
2389,111.07.16,LA1,甘藍-初秋,260,宜蘭市,36.0,28.0,12.0,28.0,5550.0,2022,7,16
2390,111.07.17,LA1,甘藍-初秋,260,宜蘭市,40.0,30.0,20.0,30.0,5800.0,2022,7,17
2392,111.07.19,LA1,甘藍-初秋,260,宜蘭市,39.0,30.0,15.0,30.0,5600.0,2022,7,19
2393,111.07.20,LA1,甘藍-初秋,260,宜蘭市,38.0,32.0,20.0,32.0,5800.0,2022,7,20
2395,111.07.22,LA1,甘藍-初秋,260,宜蘭市,34.0,28.0,15.0,28.0,6200.0,2022,7,22
2396,111.07.23,LA1,甘藍-初秋,260,宜蘭市,32.0,26.0,16.0,26.0,5750.0,2022,7,23
2397,111.07.24,LA1,甘藍-初秋,260,宜蘭市,35.0,25.0,15.0,25.0,5800.0,2022,7,24
2399,111.07.26,LA1,甘藍-初秋,260,宜蘭市,38.0,32.0,25.0,32.0,5600.0,2022,7,26
2400,111.07.27,LA1,甘藍-初秋,260,宜蘭市,34.0,28.0,20.0,28.0,5800.0,2022,7,27
2401,111.07.28,LA1,甘藍-初秋,260,宜蘭市,32.0,26.0,20.0,26.0,5800.0,2022,7,28
2402,111.07.29,LA1,甘藍-初秋,260,宜蘭市,35.0,30.0,22.0,30.0,5800.0,2022,7,29
2403,111.07.30,LA1,甘藍-初秋,260,宜蘭市,29.0,26.0,20.0,26.0,6050.0,2022,7,30
2404,111.07.31,LA1,甘藍-初秋,260,宜蘭市,44.0,38.0,20.0,38.0,5600.0,2022,7,31
2406,111.08.02,LA1,甘藍-初秋,260,宜蘭市,45.0,35.0,20.0,35.0,5600.0,2022,8,2
2407,111.08.03,LA1,甘藍-初秋,260,宜蘭市,42.0,33.0,20.0,33.0,6200.0,2022,8,3
2408,111.08.04,LA1,甘藍-初秋,260,宜蘭市,43.0,33.0,20.0,33.0,5800.0,2022,8,4
2409,111.08.05,LA1,甘藍-初秋,260,宜蘭市,42.0,32.0,20.0,32.0,5600.0,2022,8,5
2410,111.08.06,LA1,甘藍-初秋,260,宜蘭市,38.0,28.0,13.0,28.0,5850.0,2022,8,6
2411,111.08.07,LA1,甘藍-初秋,260,宜蘭市,40.0,32.0,20.0,32.0,5800.0,2022,8,7
2413,111.08.09,LA1,甘藍-初秋,260,宜蘭市,38.0,30.0,20.0,30.0,5600.0,2022,8,9
2414,111.08.10,LA1,甘藍-初秋,260,宜蘭市,43.0,35.0,20.0,35.0,5800.0,2022,8,10
2415,111.08.11,LA1,甘藍-初秋,260,宜蘭市,42.0,30.0,15.0,30.0,5400.0,2022,8,11
2416,111.08.12,LA1,甘藍-初秋,260,宜蘭市,39.0,30.0,20.0,30.0,5800.0,2022,8,12
2417,111.08.13,LA1,甘藍-初秋,260,宜蘭市,40.0,28.0,20.0,28.0,6050.0,2022,8,13
2421,111.08.17,LA1,甘藍-初秋,260,宜蘭市,37.0,30.0,20.0,30.0,5600.0,2022,8,17
2422,111.08.18,LA1,甘藍-初秋,260,宜蘭市,32.0,27.0,15.0,27.0,5600.0,2022,8,18
2423,111.08.19,LA1,甘藍-初秋,260,宜蘭市,38.0,28.0,15.0,28.0,5800.0,2022,8,19
2424,111.08.20,LA1,甘藍-初秋,260,宜蘭市,40.0,30.0,16.0,30.0,6050.0,2022,8,20
2425,111.08.21,LA1,甘藍-初秋,260,宜蘭市,33.0,22.0,10.0,22.0,5600.0,2022,8,21
2427,111.08.23,LA1,甘藍-初秋,260,宜蘭市,35.0,25.0,10.0,25.0,5600.0,2022,8,23
2428,111.08.24,LA1,甘藍-初秋,260,宜蘭市,39.0,25.0,10.0,25.0,5600.0,2022,8,24
2430,111.08.26,LA1,甘藍-初秋,260,宜蘭市,38.0,24.0,15.0,24.0,5800.0,2022,8,26
2431,111.08.27,LA1,甘藍-初秋,260,宜蘭市,40.0,25.0,12.0,25.0,6150.0,2022,8,27
2432,111.08.28,LA1,甘藍-初秋,260,宜蘭市,41.0,27.0,15.0,27.0,5400.0,2022,8,28
2434,111.08.30,LA1,甘藍-初秋,260,宜蘭市,42.0,30.0,20.0,30.0,5800.0,2022,8,30
2435,111.08.31,LA1,甘藍-初秋,260,宜蘭市,42.0,32.0,15.0,32.0,5800.0,2022,8,31
2436,111.09.01,LA1,甘藍-初秋,260,宜蘭市,45.0,30.0,18.0,30.0,5800.0,2022,9,1
2437,111.09.02,LA1,甘藍-初秋,260,宜蘭市,50.0,33.0,15.0,33.0,5600.0,2022,9,2
2438,111.09.03,LA1,甘藍-初秋,260,宜蘭市,48.0,30.0,15.0,30.0,5750.0,2022,9,3
2439,111.09.04,LA1,甘藍-初秋,260,宜蘭市,48.0,29.0,15.0,29.0,5400.0,2022,9,4
2441,111.09.06,LA1,甘藍-初秋,260,宜蘭市,43.0,28.0,15.0,28.0,5600.0,2022,9,6
2442,111.09.07,LA1,甘藍-初秋,260,宜蘭市,38.0,25.0,10.0,25.0,5600.0,2022,9,7
2443,111.09.08,LA1,甘藍-初秋,260,宜蘭市,39.0,23.0,10.0,23.0,5800.0,2022,9,8
2444,111.09.09,LA1,甘藍-初秋,260,宜蘭市,43.0,24.0,15.0,24.0,5600.0,2022,9,9
2445,111.09.10,LA1,甘藍-初秋,260,宜蘭市,40.0,25.0,15.0,25.0,5850.0,2022,9,10
2449,111.09.14,LA1,甘藍-初秋,260,宜蘭市,38.0,25.0,15.0,25.0,5750.0,2022,9,14
2450,111.09.15,LA1,甘藍-初秋,260,宜蘭市,40.0,28.0,15.0,28.0,5850.0,2022,9,15
2451,111.09.16,LA1,甘藍-初秋,260,宜蘭市,40.0,25.0,12.0,25.0,5750.0,2022,9,16
2452,111.09.17,LA1,甘藍-初秋,260,宜蘭市,42.0,25.0,15.0,25.0,5850.0,2022,9,17
2453,111.09.18,LA1,甘藍-初秋,260,宜蘭市,45.0,30.0,15.0,30.0,5600.0,2022,9,18
2456,111.09.21,LA1,甘藍-初秋,260,宜蘭市,50.0,43.0,30.0,43.0,5400.0,2022,9,21
2458,111.09.23,LA1,甘藍-初秋,260,宜蘭市,55.0,40.0,20.0,40.0,5600.0,2022,9,23
2459,111.09.24,LA1,甘藍-初秋,260,宜蘭市,53.0,40.0,28.0,40.0,5850.0,2022,9,24
2460,111.09.25,LA1,甘藍-初秋,260,宜蘭市,60.0,46.0,30.0,46.0,4800.0,2022,9,25
2462,111.09.27,LA1,甘藍-初秋,260,宜蘭市,58.0,45.0,30.0,45.0,5400.0,2022,9,27
2463,111.09.28,LA1,甘藍-初秋,260,宜蘭市,59.0,43.0,20.0,43.0,5200.0,2022,9,28
2464,111.09.29,LA1,甘藍-初秋,260,宜蘭市,47.0,39.0,30.0,39.0,5200.0,2022,9,29
2465,111.09.30,LA1,甘藍-初秋,260,宜蘭市,48.0,42.0,30.0,42.0,5000.0,2022,9,30
2466,111.10.01,LA1,甘藍-初秋,260,宜蘭市,46.0,35.0,28.0,35.0,5250.0,2022,10,1
2467,111.10.02,LA1,甘藍-初秋,260,宜蘭市,60.0,48.0,35.0,48.0,5200.0,2022,10,2
2469,111.10.04,LA1,甘藍-初秋,260,宜蘭市,54.0,47.0,30.0,47.0,5600.0,2022,10,4
2470,111.10.05,LA1,甘藍-初秋,260,宜蘭市,54.0,45.0,30.0,45.0,4800.0,2022,10,5
2471,111.10.06,LA1,甘藍-初秋,260,宜蘭市,53.0,45.0,30.0,45.0,5400.0,2022,10,6
2472,111.10.07,LA1,甘藍-初秋,260,宜蘭市,60.0,48.0,20.0,48.0,5600.0,2022,10,7
2473,111.10.08,LA1,甘藍-初秋,260,宜蘭市,58.0,45.0,20.0,45.0,5750.0,2022,10,8
2474,111.10.09,LA1,甘藍-初秋,260,宜蘭市,68.0,48.0,20.0,48.0,5200.0,2022,10,9
2476,111.10.11,LA1,甘藍-初秋,260,宜蘭市,58.0,47.0,20.0,47.0,5200.0,2022,10,11
2477,111.10.12,LA1,甘藍-初秋,260,宜蘭市,58.0,48.0,30.0,48.0,4600.0,2022,10,12
2478,111.10.13,LA1,甘藍-初秋,260,宜蘭市,57.0,48.0,30.0,48.0,5600.0,2022,10,13
2479,111.10.14,LA1,甘藍-初秋,260,宜蘭市,55.0,43.0,20.0,43.0,5400.0,2022,10,14
2480,111.10.15,LA1,甘藍-初秋,260,宜蘭市,58.0,40.0,25.0,40.0,5500.0,2022,10,15
2481,111.10.16,LA1,甘藍-初秋,260,宜蘭市,53.0,37.0,20.0,37.0,5200.0,2022,10,16
2483,111.10.18,LA1,甘藍-初秋,260,宜蘭市,57.0,35.0,10.0,35.0,5200.0,2022,10,18
2484,111.10.19,LA1,甘藍-初秋,260,宜蘭市,64.0,40.0,20.0,40.0,4200.0,2022,10,19
2486,111.10.21,LA1,甘藍-初秋,260,宜蘭市,52.0,35.0,20.0,35.0,4800.0,2022,10,21
2487,111.10.22,LA1,甘藍-初秋,260,宜蘭市,48.0,35.0,22.0,35.0,5050.0,2022,10,22
2488,111.10.23,LA1,甘藍-初秋,260,宜蘭市,44.0,25.0,10.0,25.0,5600.0,2022,10,23
2490,111.10.25,LA1,甘藍-初秋,260,宜蘭市,49.0,30.0,10.0,30.0,5600.0,2022,10,25
2491,111.10.26,LA1,甘藍-初秋,260,宜蘭市,43.0,27.0,10.0,27.0,5400.0,2022,10,26
2492,111.10.27,LA1,甘藍-初秋,260,宜蘭市,40.0,25.0,12.0,25.0,5500.0,2022,10,27
2493,111.10.28,LA1,甘藍-初秋,260,宜蘭市,42.0,25.0,12.0,25.0,5650.0,2022,10,28
2494,111.10.29,LA1,甘藍-初秋,260,宜蘭市,40.0,22.0,12.0,22.0,5750.0,2022,10,29
2495,111.10.30,LA1,甘藍-初秋,260,宜蘭市,45.0,20.0,10.0,20.0,5600.0,2022,10,30
2497,111.11.01,LA1,甘藍-初秋,260,宜蘭市,47.0,25.0,15.0,25.0,5750.0,2022,11,1
2498,111.11.02,LA1,甘藍-初秋,260,宜蘭市,45.0,26.0,10.0,26.0,5450.0,2022,11,2
2499,111.11.03,LA1,甘藍-初秋,260,宜蘭市,42.0,25.0,10.0,25.0,5550.0,2022,11,3
2500,111.11.04,LA1,甘藍-初秋,260,宜蘭市,43.0,22.0,10.0,22.0,5750.0,2022,11,4
2501,111.11.05,LA1,甘藍-初秋,260,宜蘭市,45.0,22.0,12.0,22.0,5850.0,2022,11,5
2502,111.11.06,LA1,甘藍-初秋,260,宜蘭市,47.0,24.0,10.0,24.0,4600.0,2022,11,6
2504,111.11.08,LA1,甘藍-初秋,260,宜蘭市,55.0,24.0,10.0,24.0,5600.0,2022,11,8
2505,111.11.09,LA1,甘藍-初秋,260,宜蘭市,40.0,18.0,10.0,18.0,5800.0,2022,11,9
2506,111.11.10,LA1,甘藍-初秋,260,宜蘭市,40.0,20.0,10.0,20.0,5600.0,2022,11,10
2507,111.11.11,LA1,甘藍-初秋,260,宜蘭市,35.0,18.0,10.0,18.0,5800.0,2022,11,11
2508,111.11.12,LA1,甘藍-初秋,260,宜蘭市,32.0,20.0,12.0,20.0,6050.0,2022,11,12
2509,111.11.13,LA1,甘藍-初秋,260,宜蘭市,38.0,17.0,10.0,17.0,5800.0,2022,11,13
2511,111.11.15,LA1,甘藍-初秋,260,宜蘭市,38.0,17.0,10.0,17.0,5600.0,2022,11,15
2512,111.11.16,LA1,甘藍-初秋,260,宜蘭市,32.0,18.0,10.0,18.0,6600.0,2022,11,16
2514,111.11.18,LA1,甘藍-初秋,260,宜蘭市,34.0,15.0,8.0,15.0,6600.0,2022,11,18
2515,111.11.19,LA1,甘藍-初秋,260,宜蘭市,35.0,16.0,8.0,16.0,6750.0,2022,11,19
2516,111.11.20,LA1,甘藍-初秋,260,宜蘭市,33.0,14.0,6.0,14.0,6600.0,2022,11,20
2518,111.11.22,LA1,甘藍-初秋,260,宜蘭市,13.0,9.0,5.0,9.0,5800.0,2022,11,22
2519,111.11.23,LA1,甘藍-初秋,260,宜蘭市,18.0,14.0,6.0,14.0,6600.0,2022,11,23
2520,111.11.24,LA1,甘藍-初秋,260,宜蘭市,18.0,12.0,5.0,12.0,6600.0,2022,11,24
2521,111.11.25,LA1,甘藍-初秋,260,宜蘭市,19.0,14.0,6.0,14.0,6200.0,2022,11,25
2522,111.11.26,LA1,甘藍-初秋,260,宜蘭市,22.0,13.0,6.0,13.0,6550.0,2022,11,26
2523,111.11.27,LA1,甘藍-初秋,260,宜蘭市,24.0,13.0,5.0,13.0,6200.0,2022,11,27
2525,111.11.29,LA1,甘藍-初秋,260,宜蘭市,25.0,13.0,8.0,13.0,6600.0,2022,11,29
